5	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5	0	0	0	0	0	0	0	0	0	0	0	0
1	1	9	0	0	0	0	0	0	0	0	0	0	0
5	3	3	2	0	0	0	0	0	0	0	0	0	0
2	4	2	0	2	0	0	0	0	0	0	0	0	0
3	2	5	0	0	3	0	0	0	0	0	0	0	0
1	1	4	1	1	4	3	0	0	0	0	0	0	0
5	5	2	5	5	2	2	5	0	0	0	0	0	0
4	4	0	0	0	0	0	5	5	0	0	0	0	0
5	5	5	0	0	0	0	5	5	8	0	0	0	0
4	4	1	1	1	1	0	5	4	1	1	0	0	0
1	1	1	0	0	0	0	0	0	0	0	1	0	0
1	1	3	2	0	0	0	1	1	1	2	0	2	0
1	0	1	1	0	0	1	1	1	1	0	0	0	0
